,city,country,date.utc,location,parameter,value,unit
4095,London,GB,2019-05-29 22:00:00+00:00,London Westminster,no2,5.0,µg/m³
4096,London,GB,2019-05-29 21:00:00+00:00,London Westminster,no2,6.0,µg/m³
4097,London,GB,2019-05-29 20:00:00+00:00,London Westminster,no2,6.0,µg/m³
4098,London,GB,2019-05-29 19:00:00+00:00,London Westminster,no2,5.0,µg/m³
4099,London,GB,2019-05-29 18:00:00+00:00,London Westminster,no2,5.0,µg/m³
4100,London,GB,2019-05-29 17:00:00+00:00,London Westminster,no2,5.0,µg/m³
4101,London,GB,2019-05-29 16:00:00+00:00,London Westminster,no2,3.0,µg/m³
4102,London,GB,2019-05-29 15:00:00+00:00,London Westminster,no2,5.0,µg/m³
4103,London,GB,2019-05-29 14:00:00+00:00,London Westminster,no2,15.0,µg/m³
4104,London,GB,2019-05-29 13:00:00+00:00,London Westminster,no2,13.0,µg/m³
4105,London,GB,2019-05-29 12:00:00+00:00,London Westminster,no2,20.0,µg/m³
4106,London,GB,2019-05-29 11:00:00+00:00,London Westminster,no2,18.0,µg/m³
4107,London,GB,2019-05-29 10:00:00+00:00,London Westminster,no2,18.0,µg/m³
4108,London,GB,2019-05-29 09:00:00+00:00,London Westminster,no2,18.0,µg/m³
4109,London,GB,2019-05-29 08:00:00+00:00,London Westminster,no2,21.0,µg/m³
4110,London,GB,2019-05-29 07:00:00+00:00,London Westminster,no2,22.0,µg/m³
4111,London,GB,2019-05-29 06:00:00+00:00,London Westminster,no2,24.0,µg/m³
4112,London,GB,2019-05-29 05:00:00+00:00,London Westminster,no2,21.0,µg/m³
4113,London,GB,2019-05-29 04:00:00+00:00,London Westminster,no2,21.0,µg/m³
4114,London,GB,2019-05-29 03:00:00+00:00,London Westminster,no2,23.0,µg/m³
4115,London,GB,2019-05-29 02:00:00+00:00,London Westminster,no2,23.0,µg/m³
4116,London,GB,2019-05-29 01:00:00+00:00,London Westminster,no2,26.0,µg/m³
4117,London,GB,2019-05-29 00:00:00+00:00,London Westminster,no2,26.0,µg/m³
4118,London,GB,2019-05-28 23:00:00+00:00,London Westminster,no2,25.0,µg/m³
4119,London,GB,2019-05-28 21:00:00+00:00,London Westminster,no2,31.0,µg/m³
4120,London,GB,2019-05-28 20:00:00+00:00,London Westminster,no2,29.0,µg/m³
4121,London,GB,2019-05-28 19:00:00+00:00,London Westminster,no2,29.0,µg/m³
4122,London,GB,2019-05-28 18:00:00+00:00,London Westminster,no2,29.0,µg/m³
4123,London,GB,2019-05-28 17:00:00+00:00,London Westminster,no2,25.0,µg/m³
4124,London,GB,2019-05-28 16:00:00+00:00,London Westminster,no2,27.0,µg/m³
4125,London,GB,2019-05-28 15:00:00+00:00,London Westminster,no2,30.0,µg/m³
4126,London,GB,2019-05-28 14:00:00+00:00,London Westminster,no2,29.0,µg/m³
4127,London,GB,2019-05-28 13:00:00+00:00,London Westminster,no2,27.0,µg/m³
4128,London,GB,2019-05-28 12:00:00+00:00,London Westminster,no2,28.0,µg/m³
4129,London,GB,2019-05-28 11:00:00+00:00,London Westminster,no2,21.0,µg/m³
4130,London,GB,2019-05-28 10:00:00+00:00,London Westminster,no2,21.0,µg/m³
4131,London,GB,2019-05-28 09:00:00+00:00,London Westminster,no2,20.0,µg/m³
4132,London,GB,2019-05-28 08:00:00+00:00,London Westminster,no2,20.0,µg/m³
4133,London,GB,2019-05-28 07:00:00+00:00,London Westminster,no2,20.0,µg/m³
4134,London,GB,2019-05-28 06:00:00+00:00,London Westminster,no2,19.0,µg/m³
4135,London,GB,2019-05-28 05:00:00+00:00,London Westminster,no2,15.0,µg/m³
4136,London,GB,2019-05-28 04:00:00+00:00,London Westminster,no2,15.0,µg/m³
4137,London,GB,2019-05-28 03:00:00+00:00,London Westminster,no2,16.0,µg/m³
4138,London,GB,2019-05-28 02:00:00+00:00,London Westminster,no2,16.0,µg/m³
4139,London,GB,2019-05-28 01:00:00+00:00,London Westminster,no2,16.0,µg/m³
4140,London,GB,2019-05-28 00:00:00+00:00,London Westminster,no2,16.0,µg/m³
4141,London,GB,2019-05-27 23:00:00+00:00,London Westminster,no2,19.0,µg/m³
4142,London,GB,2019-05-27 22:00:00+00:00,London Westminster,no2,19.0,µg/m³
4143,London,GB,2019-05-27 21:00:00+00:00,London Westminster,no2,20.0,µg/m³
4144,London,GB,2019-05-27 20:00:00+00:00,London Westminster,no2,23.0,µg/m³
4145,London,GB,2019-05-27 19:00:00+00:00,London Westminster,no2,22.0,µg/m³
4146,London,GB,2019-05-27 18:00:00+00:00,London Westminster,no2,22.0,µg/m³
4147,London,GB,2019-05-27 17:00:00+00:00,London Westminster,no2,22.0,µg/m³
4148,London,GB,2019-05-27 16:00:00+00:00,London Westminster,no2,22.0,µg/m³
4149,London,GB,2019-05-27 15:00:00+00:00,London Westminster,no2,22.0,µg/m³
4150,London,GB,2019-05-27 14:00:00+00:00,London Westminster,no2,20.0,µg/m³
4151,London,GB,2019-05-27 13:00:00+00:00,London Westminster,no2,20.0,µg/m³
4152,London,GB,2019-05-27 12:00:00+00:00,London Westminster,no2,17.0,µg/m³
4153,London,GB,2019-05-27 11:00:00+00:00,London Westminster,no2,17.0,µg/m³
4154,London,GB,2019-05-27 10:00:00+00:00,London Westminster,no2,16.0,µg/m³
4155,London,GB,2019-05-27 09:00:00+00:00,London Westminster,no2,18.0,µg/m³
4156,London,GB,2019-05-27 08:00:00+00:00,London Westminster,no2,18.0,µg/m³
4157,London,GB,2019-05-27 07:00:00+00:00,London Westminster,no2,18.0,µg/m³
4158,London,GB,2019-05-27 06:00:00+00:00,London Westminster,no2,18.0,µg/m³
4159,London,GB,2019-05-27 05:00:00+00:00,London Westminster,no2,19.0,µg/m³
4160,London,GB,2019-05-27 04:00:00+00:00,London Westminster,no2,19.0,µg/m³
4161,London,GB,2019-05-27 03:00:00+00:00,London Westminster,no2,24.0,µg/m³
4162,London,GB,2019-05-27 02:00:00+00:00,London Westminster,no2,24.0,µg/m³
4163,London,GB,2019-05-27 01:00:00+00:00,London Westminster,no2,26.0,µg/m³
4164,London,GB,2019-05-27 00:00:00+00:00,London Westminster,no2,26.0,µg/m³
4165,London,GB,2019-05-26 23:00:00+00:00,London Westminster,no2,26.0,µg/m³
4166,London,GB,2019-05-26 22:00:00+00:00,London Westminster,no2,26.0,µg/m³
4167,London,GB,2019-05-26 21:00:00+00:00,London Westminster,no2,27.0,µg/m³
4168,London,GB,2019-05-26 20:00:00+00:00,London Westminster,no2,25.0,µg/m³
4169,London,GB,2019-05-26 19:00:00+00:00,London Westminster,no2,26.0,µg/m³
4170,London,GB,2019-05-26 18:00:00+00:00,London Westminster,no2,28.0,µg/m³
4171,London,GB,2019-05-26 17:00:00+00:00,London Westminster,no2,26.0,µg/m³
4172,London,GB,2019-05-26 16:00:00+00:00,London Westminster,no2,27.0,µg/m³
4173,London,GB,2019-05-26 15:00:00+00:00,London Westminster,no2,26.0,µg/m³
4174,London,GB,2019-05-26 14:00:00+00:00,London Westminster,no2,25.0,µg/m³
4175,London,GB,2019-05-26 13:00:00+00:00,London Westminster,no2,24.0,µg/m³
4176,London,GB,2019-05-26 12:00:00+00:00,London Westminster,no2,21.0,µg/m³
4177,London,GB,2019-05-26 11:00:00+00:00,London Westminster,no2,17.0,µg/m³
4178,London,GB,2019-05-26 10:00:00+00:00,London Westminster,no2,16.0,µg/m³
4179,London,GB,2019-05-26 09:00:00+00:00,London Westminster,no2,15.0,µg/m³
4180,London,GB,2019-05-26 08:00:00+00:00,London Westminster,no2,15.0,µg/m³
4181,London,GB,2019-05-26 07:00:00+00:00,London Westminster,no2,17.0,µg/m³
4182,London,GB,2019-05-26 06:00:00+00:00,London Westminster,no2,17.0,µg/m³
4183,London,GB,2019-05-26 05:00:00+00:00,London Westminster,no2,20.0,µg/m³
4184,London,GB,2019-05-26 04:00:00+00:00,London Westminster,no2,20.0,µg/m³
4185,London,GB,2019-05-26 03:00:00+00:00,London Westminster,no2,26.0,µg/m³
4186,London,GB,2019-05-26 02:00:00+00:00,London Westminster,no2,26.0,µg/m³
4187,London,GB,2019-05-26 01:00:00+00:00,London Westminster,no2,32.0,µg/m³
4188,London,GB,2019-05-26 00:00:00+00:00,London Westminster,no2,32.0,µg/m³
4189,London,GB,2019-05-25 23:00:00+00:00,London Westminster,no2,36.0,µg/m³
4190,London,GB,2019-05-25 22:00:00+00:00,London Westminster,no2,36.0,µg/m³
4191,London,GB,2019-05-25 21:00:00+00:00,London Westminster,no2,41.0,µg/m³
4192,London,GB,2019-05-25 20:00:00+00:00,London Westminster,no2,44.0,µg/m³
4193,London,GB,2019-05-25 19:00:00+00:00,London Westminster,no2,47.0,µg/m³
4194,London,GB,2019-05-25 18:00:00+00:00,London Westminster,no2,47.0,µg/m³
4195,London,GB,2019-05-25 17:00:00+00:00,London Westminster,no2,46.0,µg/m³
4196,London,GB,2019-05-25 16:00:00+00:00,London Westminster,no2,42.0,µg/m³
4197,London,GB,2019-05-25 15:00:00+00:00,London Westminster,no2,37.0,µg/m³
4198,London,GB,2019-05-25 14:00:00+00:00,London Westminster,no2,31.0,µg/m³
4199,London,GB,2019-05-25 13:00:00+00:00,London Westminster,no2,26.0,µg/m³
4200,London,GB,2019-05-25 12:00:00+00:00,London Westminster,no2,24.0,µg/m³
4201,London,GB,2019-05-25 11:00:00+00:00,London Westminster,no2,23.0,µg/m³
4202,London,GB,2019-05-25 10:00:00+00:00,London Westminster,no2,21.0,µg/m³
4203,London,GB,2019-05-25 09:00:00+00:00,London Westminster,no2,23.0,µg/m³
4204,London,GB,2019-05-25 08:00:00+00:00,London Westminster,no2,23.0,µg/m³
4205,London,GB,2019-05-25 07:00:00+00:00,London Westminster,no2,22.0,µg/m³
4206,London,GB,2019-05-25 06:00:00+00:00,London Westminster,no2,22.0,µg/m³
4207,London,GB,2019-05-25 05:00:00+00:00,London Westminster,no2,21.0,µg/m³
4208,London,GB,2019-05-25 04:00:00+00:00,London Westminster,no2,21.0,µg/m³
4209,London,GB,2019-05-25 03:00:00+00:00,London Westminster,no2,25.0,µg/m³
4210,London,GB,2019-05-25 02:00:00+00:00,London Westminster,no2,25.0,µg/m³
4211,London,GB,2019-05-25 01:00:00+00:00,London Westminster,no2,32.0,µg/m³
4212,London,GB,2019-05-25 00:00:00+00:00,London Westminster,no2,32.0,µg/m³
4213,London,GB,2019-05-24 23:00:00+00:00,London Westminster,no2,39.0,µg/m³
4214,London,GB,2019-05-24 22:00:00+00:00,London Westminster,no2,39.0,µg/m³
4215,London,GB,2019-05-24 21:00:00+00:00,London Westminster,no2,38.0,µg/m³
4216,London,GB,2019-05-24 20:00:00+00:00,London Westminster,no2,42.0,µg/m³
4217,London,GB,2019-05-24 19:00:00+00:00,London Westminster,no2,44.0,µg/m³
4218,London,GB,2019-05-24 18:00:00+00:00,London Westminster,no2,46.0,µg/m³
4219,London,GB,2019-05-24 17:00:00+00:00,London Westminster,no2,46.0,µg/m³
4220,London,GB,2019-05-24 16:00:00+00:00,London Westminster,no2,43.0,µg/m³
4221,London,GB,2019-05-24 15:00:00+00:00,London Westminster,no2,40.0,µg/m³
4222,London,GB,2019-05-24 14:00:00+00:00,London Westminster,no2,39.0,µg/m³
4223,London,GB,2019-05-24 13:00:00+00:00,London Westminster,no2,33.0,µg/m³
4224,London,GB,2019-05-24 12:00:00+00:00,London Westminster,no2,29.0,µg/m³
4225,London,GB,2019-05-24 11:00:00+00:00,London Westminster,no2,26.0,µg/m³
4226,London,GB,2019-05-24 10:00:00+00:00,London Westminster,no2,23.0,µg/m³
4227,London,GB,2019-05-24 09:00:00+00:00,London Westminster,no2,24.0,µg/m³
4228,London,GB,2019-05-24 08:00:00+00:00,London Westminster,no2,26.0,µg/m³
4229,London,GB,2019-05-24 07:00:00+00:00,London Westminster,no2,28.0,µg/m³
4230,London,GB,2019-05-24 06:00:00+00:00,London Westminster,no2,29.0,µg/m³
4231,London,GB,2019-05-24 05:00:00+00:00,London Westminster,no2,23.0,µg/m³
4232,London,GB,2019-05-24 04:00:00+00:00,London Westminster,no2,23.0,µg/m³
4233,London,GB,2019-05-24 03:00:00+00:00,London Westminster,no2,31.0,µg/m³
4234,London,GB,2019-05-24 02:00:00+00:00,London Westminster,no2,31.0,µg/m³
4235,London,GB,2019-05-24 00:00:00+00:00,London Westminster,no2,31.0,µg/m³
4236,London,GB,2019-05-23 23:00:00+00:00,London Westminster,no2,39.0,µg/m³
4237,London,GB,2019-05-23 22:00:00+00:00,London Westminster,no2,39.0,µg/m³
4238,London,GB,2019-05-23 21:00:00+00:00,London Westminster,no2,44.0,µg/m³
4239,London,GB,2019-05-23 20:00:00+00:00,London Westminster,no2,45.0,µg/m³
4240,London,GB,2019-05-23 19:00:00+00:00,London Westminster,no2,51.0,µg/m³
4241,London,GB,2019-05-23 18:00:00+00:00,London Westminster,no2,54.0,µg/m³
4242,London,GB,2019-05-23 17:00:00+00:00,London Westminster,no2,60.0,µg/m³
4243,London,GB,2019-05-23 16:00:00+00:00,London Westminster,no2,53.0,µg/m³
4244,London,GB,2019-05-23 15:00:00+00:00,London Westminster,no2,38.0,µg/m³
4245,London,GB,2019-05-23 14:00:00+00:00,London Westminster,no2,34.0,µg/m³
4246,London,GB,2019-05-23 13:00:00+00:00,London Westminster,no2,28.0,µg/m³
4247,London,GB,2019-05-23 12:00:00+00:00,London Westminster,no2,25.0,µg/m³
4248,London,GB,2019-05-23 11:00:00+00:00,London Westminster,no2,24.0,µg/m³
4249,London,GB,2019-05-23 10:00:00+00:00,London Westminster,no2,25.0,µg/m³
4250,London,GB,2019-05-23 09:00:00+00:00,London Westminster,no2,23.0,µg/m³
4251,London,GB,2019-05-23 08:00:00+00:00,London Westminster,no2,25.0,µg/m³
4252,London,GB,2019-05-23 07:00:00+00:00,London Westminster,no2,26.0,µg/m³
4253,London,GB,2019-05-23 06:00:00+00:00,London Westminster,no2,24.0,µg/m³
4254,London,GB,2019-05-23 05:00:00+00:00,London Westminster,no2,19.0,µg/m³
4255,London,GB,2019-05-23 04:00:00+00:00,London Westminster,no2,19.0,µg/m³
4256,London,GB,2019-05-23 03:00:00+00:00,London Westminster,no2,20.0,µg/m³
4257,London,GB,2019-05-23 02:00:00+00:00,London Westminster,no2,20.0,µg/m³
4258,London,GB,2019-05-23 01:00:00+00:00,London Westminster,no2,23.0,µg/m³
4259,London,GB,2019-05-23 00:00:00+00:00,London Westminster,no2,23.0,µg/m³
4260,London,GB,2019-05-22 23:00:00+00:00,London Westminster,no2,32.0,µg/m³
4261,London,GB,2019-05-22 22:00:00+00:00,London Westminster,no2,32.0,µg/m³
4262,London,GB,2019-05-22 21:00:00+00:00,London Westminster,no2,31.0,µg/m³
4263,London,GB,2019-05-22 20:00:00+00:00,London Westminster,no2,33.0,µg/m³
4264,London,GB,2019-05-22 19:00:00+00:00,London Westminster,no2,33.0,µg/m³
4265,London,GB,2019-05-22 18:00:00+00:00,London Westminster,no2,34.0,µg/m³
4266,London,GB,2019-05-22 17:00:00+00:00,London Westminster,no2,34.0,µg/m³
4267,London,GB,2019-05-22 16:00:00+00:00,London Westminster,no2,32.0,µg/m³
4268,London,GB,2019-05-22 15:00:00+00:00,London Westminster,no2,30.0,µg/m³
4269,London,GB,2019-05-22 14:00:00+00:00,London Westminster,no2,28.0,µg/m³
4270,London,GB,2019-05-22 13:00:00+00:00,London Westminster,no2,25.0,µg/m³
4271,London,GB,2019-05-22 12:00:00+00:00,London Westminster,no2,25.0,µg/m³
4272,London,GB,2019-05-22 11:00:00+00:00,London Westminster,no2,28.0,µg/m³
4273,London,GB,2019-05-22 10:00:00+00:00,London Westminster,no2,31.0,µg/m³
4274,London,GB,2019-05-22 09:00:00+00:00,London Westminster,no2,31.0,µg/m³
4275,London,GB,2019-05-22 08:00:00+00:00,London Westminster,no2,31.0,µg/m³
4276,London,GB,2019-05-22 07:00:00+00:00,London Westminster,no2,29.0,µg/m³
4277,London,GB,2019-05-22 06:00:00+00:00,London Westminster,no2,28.0,µg/m³
4278,London,GB,2019-05-22 05:00:00+00:00,London Westminster,no2,21.0,µg/m³
4279,London,GB,2019-05-22 04:00:00+00:00,London Westminster,no2,21.0,µg/m³
4280,London,GB,2019-05-22 03:00:00+00:00,London Westminster,no2,27.0,µg/m³
4281,London,GB,2019-05-22 02:00:00+00:00,London Westminster,no2,27.0,µg/m³
4282,London,GB,2019-05-22 01:00:00+00:00,London Westminster,no2,30.0,µg/m³
4283,London,GB,2019-05-22 00:00:00+00:00,London Westminster,no2,30.0,µg/m³
4284,London,GB,2019-05-21 23:00:00+00:00,London Westminster,no2,33.0,µg/m³
4285,London,GB,2019-05-21 22:00:00+00:00,London Westminster,no2,33.0,µg/m³
4286,London,GB,2019-05-21 21:00:00+00:00,London Westminster,no2,33.0,µg/m³
4287,London,GB,2019-05-21 20:00:00+00:00,London Westminster,no2,38.0,µg/m³
4288,London,GB,2019-05-21 19:00:00+00:00,London Westminster,no2,40.0,µg/m³
4289,London,GB,2019-05-21 18:00:00+00:00,London Westminster,no2,35.0,µg/m³
4290,London,GB,2019-05-21 17:00:00+00:00,London Westminster,no2,37.0,µg/m³
4291,London,GB,2019-05-21 16:00:00+00:00,London Westminster,no2,34.0,µg/m³
4292,London,GB,2019-05-21 15:00:00+00:00,London Westminster,no2,34.0,µg/m³
4293,London,GB,2019-05-21 14:00:00+00:00,London Westminster,no2,33.0,µg/m³
4294,London,GB,2019-05-21 13:00:00+00:00,London Westminster,no2,28.0,µg/m³
4295,London,GB,2019-05-21 12:00:00+00:00,London Westminster,no2,26.0,µg/m³
4296,London,GB,2019-05-21 11:00:00+00:00,London Westminster,no2,26.0,µg/m³
4297,London,GB,2019-05-21 10:00:00+00:00,London Westminster,no2,29.0,µg/m³
4298,London,GB,2019-05-21 09:00:00+00:00,London Westminster,no2,29.0,µg/m³
4299,London,GB,2019-05-21 08:00:00+00:00,London Westminster,no2,28.0,µg/m³
4300,London,GB,2019-05-21 07:00:00+00:00,London Westminster,no2,27.0,µg/m³
4301,London,GB,2019-05-21 06:00:00+00:00,London Westminster,no2,30.0,µg/m³
4302,London,GB,2019-05-21 05:00:00+00:00,London Westminster,no2,23.0,µg/m³
4303,London,GB,2019-05-21 04:00:00+00:00,London Westminster,no2,23.0,µg/m³
4304,London,GB,2019-05-21 03:00:00+00:00,London Westminster,no2,26.0,µg/m³
4305,London,GB,2019-05-21 02:00:00+00:00,London Westminster,no2,26.0,µg/m³
4306,London,GB,2019-05-21 01:00:00+00:00,London Westminster,no2,35.0,µg/m³
4307,London,GB,2019-05-21 00:00:00+00:00,London Westminster,no2,35.0,µg/m³
4308,London,GB,2019-05-20 23:00:00+00:00,London Westminster,no2,47.0,µg/m³
4309,London,GB,2019-05-20 22:00:00+00:00,London Westminster,no2,47.0,µg/m³
4310,London,GB,2019-05-20 21:00:00+00:00,London Westminster,no2,34.0,µg/m³
4311,London,GB,2019-05-20 20:00:00+00:00,London Westminster,no2,32.0,µg/m³
4312,London,GB,2019-05-20 19:00:00+00:00,London Westminster,no2,32.0,µg/m³
4313,London,GB,2019-05-20 18:00:00+00:00,London Westminster,no2,33.0,µg/m³
4314,London,GB,2019-05-20 17:00:00+00:00,London Westminster,no2,30.0,µg/m³
4315,London,GB,2019-05-20 16:00:00+00:00,London Westminster,no2,29.0,µg/m³
4316,London,GB,2019-05-20 15:00:00+00:00,London Westminster,no2,32.0,µg/m³
4317,London,GB,2019-05-20 14:00:00+00:00,London Westminster,no2,32.0,µg/m³
4318,London,GB,2019-05-20 13:00:00+00:00,London Westminster,no2,29.0,µg/m³
4319,London,GB,2019-05-20 12:00:00+00:00,London Westminster,no2,28.0,µg/m³
4320,London,GB,2019-05-20 11:00:00+00:00,London Westminster,no2,28.0,µg/m³
4321,London,GB,2019-05-20 10:00:00+00:00,London Westminster,no2,28.0,µg/m³
4322,London,GB,2019-05-20 09:00:00+00:00,London Westminster,no2,29.0,µg/m³
4323,London,GB,2019-05-20 08:00:00+00:00,London Westminster,no2,29.0,µg/m³
4324,London,GB,2019-05-20 07:00:00+00:00,London Westminster,no2,31.0,µg/m³
4325,London,GB,2019-05-20 06:00:00+00:00,London Westminster,no2,31.0,µg/m³
4326,London,GB,2019-05-20 05:00:00+00:00,London Westminster,no2,26.0,µg/m³
4327,London,GB,2019-05-20 04:00:00+00:00,London Westminster,no2,26.0,µg/m³
4328,London,GB,2019-05-20 03:00:00+00:00,London Westminster,no2,32.0,µg/m³
4329,London,GB,2019-05-20 02:00:00+00:00,London Westminster,no2,32.0,µg/m³
4330,London,GB,2019-05-20 01:00:00+00:00,London Westminster,no2,28.0,µg/m³
4331,London,GB,2019-05-20 00:00:00+00:00,London Westminster,no2,28.0,µg/m³
4332,London,GB,2019-05-19 23:00:00+00:00,London Westminster,no2,32.0,µg/m³
4333,London,GB,2019-05-19 22:00:00+00:00,London Westminster,no2,32.0,µg/m³
4334,London,GB,2019-05-19 21:00:00+00:00,London Westminster,no2,32.0,µg/m³
4335,London,GB,2019-05-19 20:00:00+00:00,London Westminster,no2,32.0,µg/m³
4336,London,GB,2019-05-19 19:00:00+00:00,London Westminster,no2,30.0,µg/m³
4337,London,GB,2019-05-19 18:00:00+00:00,London Westminster,no2,29.0,µg/m³
4338,London,GB,2019-05-19 17:00:00+00:00,London Westminster,no2,27.0,µg/m³
4339,London,GB,2019-05-19 16:00:00+00:00,London Westminster,no2,28.0,µg/m³
4340,London,GB,2019-05-19 15:00:00+00:00,London Westminster,no2,29.0,µg/m³
4341,London,GB,2019-05-19 14:00:00+00:00,London Westminster,no2,31.0,µg/m³
4342,London,GB,2019-05-19 13:00:00+00:00,London Westminster,no2,27.0,µg/m³
4343,London,GB,2019-05-19 12:00:00+00:00,London Westminster,no2,25.0,µg/m³
4344,London,GB,2019-05-19 11:00:00+00:00,London Westminster,no2,28.0,µg/m³
4345,London,GB,2019-05-19 10:00:00+00:00,London Westminster,no2,27.0,µg/m³
4346,London,GB,2019-05-19 09:00:00+00:00,London Westminster,no2,30.0,µg/m³
4347,London,GB,2019-05-19 08:00:00+00:00,London Westminster,no2,33.0,µg/m³
4348,London,GB,2019-05-19 07:00:00+00:00,London Westminster,no2,36.0,µg/m³
4349,London,GB,2019-05-19 06:00:00+00:00,London Westminster,no2,38.0,µg/m³
4350,London,GB,2019-05-19 05:00:00+00:00,London Westminster,no2,49.0,µg/m³
4351,London,GB,2019-05-19 04:00:00+00:00,London Westminster,no2,49.0,µg/m³
4352,London,GB,2019-05-19 03:00:00+00:00,London Westminster,no2,49.0,µg/m³
4353,London,GB,2019-05-19 02:00:00+00:00,London Westminster,no2,49.0,µg/m³
4354,London,GB,2019-05-19 01:00:00+00:00,London Westminster,no2,49.0,µg/m³
4355,London,GB,2019-05-19 00:00:00+00:00,London Westminster,no2,49.0,µg/m³
4356,London,GB,2019-05-18 23:00:00+00:00,London Westminster,no2,46.0,µg/m³
4357,London,GB,2019-05-18 22:00:00+00:00,London Westminster,no2,46.0,µg/m³
4358,London,GB,2019-05-18 21:00:00+00:00,London Westminster,no2,41.0,µg/m³
4359,London,GB,2019-05-18 20:00:00+00:00,London Westminster,no2,35.0,µg/m³
4360,London,GB,2019-05-18 19:00:00+00:00,London Westminster,no2,36.0,µg/m³
4361,London,GB,2019-05-18 18:00:00+00:00,London Westminster,no2,42.0,µg/m³
4362,London,GB,2019-05-18 17:00:00+00:00,London Westminster,no2,42.0,µg/m³
4363,London,GB,2019-05-18 16:00:00+00:00,London Westminster,no2,30.0,µg/m³
4364,London,GB,2019-05-18 15:00:00+00:00,London Westminster,no2,28.0,µg/m³
4365,London,GB,2019-05-18 14:00:00+00:00,London Westminster,no2,27.0,µg/m³
4366,London,GB,2019-05-18 13:00:00+00:00,London Westminster,no2,29.0,µg/m³
4367,London,GB,2019-05-18 12:00:00+00:00,London Westminster,no2,38.0,µg/m³
4368,London,GB,2019-05-18 11:00:00+00:00,London Westminster,no2,34.0,µg/m³
4369,London,GB,2019-05-18 10:00:00+00:00,London Westminster,no2,35.0,µg/m³
4370,London,GB,2019-05-18 09:00:00+00:00,London Westminster,no2,32.0,µg/m³
4371,London,GB,2019-05-18 08:00:00+00:00,London Westminster,no2,35.0,µg/m³
4372,London,GB,2019-05-18 07:00:00+00:00,London Westminster,no2,29.0,µg/m³
4373,London,GB,2019-05-18 06:00:00+00:00,London Westminster,no2,27.0,µg/m³
4374,London,GB,2019-05-18 05:00:00+00:00,London Westminster,no2,29.0,µg/m³
4375,London,GB,2019-05-18 04:00:00+00:00,London Westminster,no2,29.0,µg/m³
4376,London,GB,2019-05-18 03:00:00+00:00,London Westminster,no2,31.0,µg/m³
4377,London,GB,2019-05-18 02:00:00+00:00,London Westminster,no2,31.0,µg/m³
4378,London,GB,2019-05-18 01:00:00+00:00,London Westminster,no2,31.0,µg/m³
4379,London,GB,2019-05-18 00:00:00+00:00,London Westminster,no2,31.0,µg/m³
4380,London,GB,2019-05-17 23:00:00+00:00,London Westminster,no2,35.0,µg/m³
4381,London,GB,2019-05-17 22:00:00+00:00,London Westminster,no2,35.0,µg/m³
4382,London,GB,2019-05-17 21:00:00+00:00,London Westminster,no2,36.0,µg/m³
4383,London,GB,2019-05-17 20:00:00+00:00,London Westminster,no2,36.0,µg/m³
4384,London,GB,2019-05-17 19:00:00+00:00,London Westminster,no2,36.0,µg/m³
4385,London,GB,2019-05-17 18:00:00+00:00,London Westminster,no2,31.0,µg/m³
4386,London,GB,2019-05-17 17:00:00+00:00,London Westminster,no2,29.0,µg/m³
4387,London,GB,2019-05-17 16:00:00+00:00,London Westminster,no2,30.0,µg/m³
4388,London,GB,2019-05-17 15:00:00+00:00,London Westminster,no2,32.0,µg/m³
4389,London,GB,2019-05-17 14:00:00+00:00,London Westminster,no2,31.0,µg/m³
4390,London,GB,2019-05-17 13:00:00+00:00,London Westminster,no2,29.0,µg/m³
4391,London,GB,2019-05-17 12:00:00+00:00,London Westminster,no2,30.0,µg/m³
4392,London,GB,2019-05-17 11:00:00+00:00,London Westminster,no2,30.0,µg/m³
4393,London,GB,2019-05-17 10:00:00+00:00,London Westminster,no2,30.0,µg/m³
4394,London,GB,2019-05-17 09:00:00+00:00,London Westminster,no2,29.0,µg/m³
4395,London,GB,2019-05-17 08:00:00+00:00,London Westminster,no2,27.0,µg/m³
4396,London,GB,2019-05-17 07:00:00+00:00,London Westminster,no2,27.0,µg/m³
4397,London,GB,2019-05-17 06:00:00+00:00,London Westminster,no2,25.0,µg/m³
4398,London,GB,2019-05-17 05:00:00+00:00,London Westminster,no2,21.0,µg/m³
4399,London,GB,2019-05-17 04:00:00+00:00,London Westminster,no2,21.0,µg/m³
4400,London,GB,2019-05-17 03:00:00+00:00,London Westminster,no2,21.0,µg/m³
4401,London,GB,2019-05-17 02:00:00+00:00,London Westminster,no2,21.0,µg/m³
4402,London,GB,2019-05-17 01:00:00+00:00,London Westminster,no2,23.0,µg/m³
4403,London,GB,2019-05-17 00:00:00+00:00,London Westminster,no2,23.0,µg/m³
4404,London,GB,2019-05-16 23:00:00+00:00,London Westminster,no2,25.0,µg/m³
4405,London,GB,2019-05-16 22:00:00+00:00,London Westminster,no2,25.0,µg/m³
4406,London,GB,2019-05-16 21:00:00+00:00,London Westminster,no2,25.0,µg/m³
4407,London,GB,2019-05-16 20:00:00+00:00,London Westminster,no2,26.0,µg/m³
4408,London,GB,2019-05-16 19:00:00+00:00,London Westminster,no2,27.0,µg/m³
4409,London,GB,2019-05-16 18:00:00+00:00,London Westminster,no2,25.0,µg/m³
4410,London,GB,2019-05-16 17:00:00+00:00,London Westminster,no2,30.0,µg/m³
4411,London,GB,2019-05-16 16:00:00+00:00,London Westminster,no2,29.0,µg/m³
